StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q16,Q17,Q18,Q19_1,Q20,Q21,Q22,Q23
2025-06-19 12:33:25,2025-06-19 12:36:46,IP Address,176.119.196.253,100,201,True,2025-06-19 12:36:47,R_2fHaq2jJgInXEMC,,,,,43.6387,11.0728,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,1 = Never,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,4 = Very,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Unemployed
2025-06-19 12:29:04,2025-06-19 12:36:52,IP Address,5.91.66.155,100,468,True,2025-06-19 12:36:53,R_8LGztiv2u1GsYOR,,,,,38.1302,13.329,anonymous,EN,Yes,Instagram,2 = Rarely,5 = Very Frequently,1 = Never,3 = Sometimes,4 = Frequently,1 = Never,3 = 1–2 times per month,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,2 = Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 12:35:02,2025-06-19 12:38:48,IP Address,146.241.161.161,100,226,True,2025-06-19 12:38:48,R_2jNzS9ks8lEGCqt,,,,,45.9848,9.076,anonymous,EN,Yes,Instagram,1 = Never,3 = Sometimes,2 = Rarely,1 = Never,2 = Rarely,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Self-employed
2025-06-19 12:41:12,2025-06-19 12:41:25,IP Address,78.208.6.250,100,12,True,2025-06-19 12:41:25,R_869DwJ6AeAXfHyV,,,,,45.4722,9.1922,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 12:36:58,2025-06-19 12:41:51,IP Address,5.179.186.190,100,292,True,2025-06-19 12:41:51,R_8SgdUD3OFdsXlId,,,,,44.4847,11.328,anonymous,EN,Yes,Instagram,5 = Very Frequently,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,1 = Never,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,5 = Completely,3 = Moderately,2 = It makes me see the product as slightly less valuable,4 = Agree,4,Female,25-34,Italian,Student
2025-06-19 12:36:33,2025-06-19 12:42:53,IP Address,93.44.44.74,100,379,True,2025-06-19 12:42:53,R_2nMdD5saTMAzLJh,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,4 = Frequently,1 = Never,5 = Very Frequently,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed part-time
2025-06-19 12:33:09,2025-06-19 12:43:36,IP Address,217.202.3.37,100,626,True,2025-06-19 12:43:36,R_2sf1uguTFqdhsqd,,,,,46.0674,13.2364,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,2 = Rarely,3 = Sometimes,2 = Rarely,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Employed full-time
2025-06-19 12:40:38,2025-06-19 12:45:52,IP Address,94.32.42.143,100,313,True,2025-06-19 12:45:52,R_2LbTDQs9d0u5i0c,,,,,44.482,11.0288,anonymous,EN,Yes,TikTok,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,1 = Never,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand A,3 = Moderately,4 = Very,5 = Completely,3 = Moderately,1 = It makes me see the product as much less valuable,4 = Agree,3,Female,25-34,Italian,Employed full-time
2025-06-19 12:37:59,2025-06-19 12:45:59,IP Address,185.81.127.116,100,479,True,2025-06-19 12:45:59,R_2xEFu26xT2Ng6UN,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,1 = Never,2 = Rarely,1 = Never,1 =  Never,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,3 = Moderately,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Self-employed
2025-06-19 12:41:35,2025-06-19 12:46:33,IP Address,95.255.38.227,100,297,True,2025-06-19 12:46:33,R_2nWpOAN025DRmzn,,,,,44.4071,8.95,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,2 = Rarely,1 = Never,4 = Frequently,3 = Sometimes,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand A,Brand B,Brand B,Brand B,Brand A,3 = Moderately,5 = Completely,5 = Completely,4 = Very,3 = It does not change my perception of the product’s value,2 = Disagree,7 = Strong Preference for Brand B,Female,35-44,Italian,Self-employed
2025-06-19 12:19:06,2025-06-19 12:46:55,IP Address,91.80.94.47,100,1668,True,2025-06-19 12:46:55,R_2pnHdrMgnTXj47X,,,,,43.7825,11.2516,anonymous,EN,Yes,In-store discovery,3 = Sometimes,3 = Sometimes,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,3,Female,25-34,Italian,Self-employed
2025-06-19 12:51:57,2025-06-19 12:54:59,IP Address,62.211.143.63,100,182,True,2025-06-19 12:55:00,R_2EcWE48y9vwfxVe,,,,,45.4722,9.1922,anonymous,EN,Yes,"Other social media (Facebook, YouTube, X, etc.)",1 = Never,5 = Very Frequently,1 = Never,1 = Never,1 = Never,1 = Never,3 = 1–2 times per month,Brand B,Brand B,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,1 = Strong Preference for Brand A,Female,45-54,Italian,Unemployed
2025-06-19 12:50:40,2025-06-19 12:55:33,IP Address,93.66.85.180,100,292,True,2025-06-19 12:55:33,R_8Kx92A27xUd3QaN,,,,,45.547,9.1241,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,1 = Never,1 = Never,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,4 = Very,2 = Slightly,4 = It makes me see the product as a good deal,2 = Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 12:57:22,2025-06-19 13:02:14,IP Address,131.114.30.34,100,292,True,2025-06-19 13:02:15,R_8p4oomlUqwdQist,,,,,43.7089,10.4087,anonymous,EN,Yes,Friends or family recommendation,5 = Very Frequently,4 = Frequently,1 = Never,1 = Never,4 = Frequently,5 = Very Frequently,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,4 = Very,2 = Slightly,2 = It makes me see the product as slightly less valuable,4 = Agree,4,Female,18-24,Italian,Student
2025-06-19 13:01:22,2025-06-19 13:07:05,IP Address,78.210.58.170,100,342,True,2025-06-19 13:07:05,R_2GADmi0JNOFBIlu,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,4 = Frequently,2 = Rarely,5 = Daily or more,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,4 = Very,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Employed full-time
2025-06-19 13:00:42,2025-06-19 13:10:03,IP Address,83.225.21.252,100,560,True,2025-06-19 13:10:03,R_8TvdPHRbsljOu9X,,,,,37.5697,14.91,anonymous,EN,Yes,Instagram,3 = Sometimes,5 = Very Frequently,2 = Rarely,2 = Rarely,4 = Frequently,3 = Sometimes,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Student
2025-06-19 13:14:40,2025-06-19 13:21:38,IP Address,93.41.27.171,100,418,True,2025-06-19 13:21:39,R_22fl1ldFItmv2pP,,,,,45.4317,10.9859,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,2 = Rarely,4 = Frequently,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,3 = Moderately,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,35-44,Italian,Employed full-time
2025-06-19 13:15:31,2025-06-19 13:21:58,IP Address,151.68.78.109,100,386,True,2025-06-19 13:21:58,R_8pXXwwslXm2bzfB,,,,,45.413,11.8806,anonymous,EN,Yes,Instagram,2 = Rarely,4 = Frequently,3 = Sometimes,1 = Never,2 = Rarely,2 = Rarely,5 = Daily or more,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,Brand B,Brand A,Brand A,3 = Moderately,4 = Very,4 = Very,4 = Very,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Employed full-time
2025-06-19 13:18:29,2025-06-19 13:22:30,IP Address,37.159.72.86,100,240,True,2025-06-19 13:22:30,R_8rAExLNKsOJODnH,,,,,45.6726,9.7933,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,3 = Sometimes,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Employed full-time
2025-06-19 13:19:06,2025-06-19 13:22:44,IP Address,95.232.48.143,100,217,True,2025-06-19 13:22:44,R_8rw2OG3FZ0YjwRY,,,,,45.4366,12.333,anonymous,EN,Yes,In-store discovery,1 = Never,5 = Very Frequently,2 = Rarely,3 = Sometimes,4 = Frequently,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,5 = Strongly Agree,4,Female,18-24,Italian,Student
2025-06-19 13:25:05,2025-06-19 13:32:41,IP Address,93.42.24.145,100,455,True,2025-06-19 13:32:41,R_8Cmk9m8MUCkfRtb,,,,,44.4071,8.95,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,1 = Never,3 = Sometimes,5 = Very Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,3 = Moderately,4 = Very,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,25-34,Italian,Self-employed
2025-06-19 13:25:56,2025-06-19 13:32:56,IP Address,151.40.41.192,100,420,True,2025-06-19 13:32:57,R_2D63I1S3xJMBmHq,,,,,43.7825,11.2516,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,5 = Very Frequently,4 = Frequently,5 = Daily or more,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,3,Female,25-34,Italian,Employed full-time
2025-06-19 13:31:48,2025-06-19 13:38:39,IP Address,151.70.94.241,100,411,True,2025-06-19 13:38:40,R_2hDvDjBUvnaJQlx,,,,,40.8449,14.2716,anonymous,EN,Yes,Friends or family recommendation,1 = Never,5 = Very Frequently,1 = Never,1 = Never,5 = Very Frequently,1 = Never,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,Brand B,Brand B,Brand A,2 = Slightly,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-19 13:39:05,2025-06-19 13:43:03,IP Address,109.118.78.166,100,237,True,2025-06-19 13:43:04,R_80rq11NtA2NTRjW,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,1 = Never,2 = Rarely,1 =  Never,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,1 = Not at all,4 = It makes me see the product as a good deal,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,25-34,Italian,Self-employed
2025-06-19 09:21:08,2025-06-19 13:50:11,IP Address,37.162.181.130,100,16142,True,2025-06-19 13:50:11,R_2Br4qKTEv8yN3pg,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,1 = Never,2 = Rarely,2 = Rarely,1 =  Never,Brand A,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,3 = Moderately,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,25-34,Italian,Employed full-time
2025-06-19 13:45:50,2025-06-19 13:51:59,IP Address,139.68.243.208,100,368,True,2025-06-19 13:51:59,R_3dPWzqMMyIH6sv8,,,,,26.2662,-81.7164,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,2 = Rarely,3 = Sometimes,3 = Sometimes,4 = Frequently,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,3 = Moderately,4 = Very,2 = Slightly,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-19 13:49:00,2025-06-19 13:57:14,IP Address,178.175.195.177,100,494,True,2025-06-19 13:57:14,R_8wvpEvsZo6rzDwF,,,,,46.3752,11.6554,anonymous,EN,Yes,Instagram,4 = Frequently,5 = Very Frequently,3 = Sometimes,3 = Sometimes,2 = Rarely,1 = Never,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,35-44,Italian,Employed full-time
2025-06-19 13:52:34,2025-06-19 14:02:26,IP Address,151.46.0.242,100,592,True,2025-06-19 14:02:27,R_2dDJFTNUfnullEI,,,,,45.0729,7.689,anonymous,EN,Yes,Instagram,3 = Sometimes,5 = Very Frequently,1 = Never,2 = Rarely,3 = Sometimes,3 = Sometimes,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,2 = Disagree,3,Female,25-34,Italian,Employed full-time
2025-06-19 13:58:24,2025-06-19 14:03:55,IP Address,2.34.207.151,100,331,True,2025-06-19 14:03:56,R_8g74Db3DasTSWB1,,,,,44.4143,12.2134,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,1 = Never,3 = Sometimes,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Self-employed
2025-06-19 14:03:26,2025-06-19 14:10:04,IP Address,93.44.208.86,100,398,True,2025-06-19 14:10:05,R_8wvI64bVsTCaLK1,,,,,42.4618,14.2052,anonymous,EN,Yes,Other,1 = Never,5 = Very Frequently,3 = Sometimes,1 = Never,2 = Rarely,4 = Frequently,2 = Less than once a month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,4,Female,25-34,Italian,Self-employed
2025-06-19 14:08:35,2025-06-19 14:12:44,IP Address,95.236.3.32,100,248,True,2025-06-19 14:12:44,R_8ietBxC3zkUsVIy,,,,,37.4925,15.0701,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,3 = Sometimes,1 = Never,2 = Rarely,3 = 1–2 times per month,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,4,Female,35-44,Italian,Employed full-time
2025-06-19 14:08:37,2025-06-19 14:13:42,IP Address,151.59.141.129,100,305,True,2025-06-19 14:13:43,R_87UqTkDck5cFLSI,,,,,45.6122,9.0095,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,3 = Sometimes,3 = Sometimes,4 = Frequently,5 = Daily or more,Brand B,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,3 = Moderately,4 = It makes me see the product as a good deal,4 = Agree,5,Female,35-44,Italian,Employed full-time
2025-06-19 14:16:21,2025-06-19 14:21:36,IP Address,37.159.9.181,100,314,True,2025-06-19 14:21:36,R_22Q3W6tGdtEwX7D,,,,,45.4722,9.1922,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,2 = Rarely,2 = Rarely,4 = Frequently,5 = Very Frequently,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,4 = Very,1 = Not at all,2 = It makes me see the product as slightly less valuable,4 = Agree,3,Female,45-54,Italian,Employed full-time
2025-06-19 14:20:36,2025-06-19 14:23:06,IP Address,93.146.1.110,100,150,True,2025-06-19 14:23:07,R_2GWE3GoP0LCBF1a,,,,,45.4458,8.6161,anonymous,EN,Yes,Instagram,5 = Very Frequently,5 = Very Frequently,1 = Never,1 = Never,1 = Never,1 = Never,5 = Daily or more,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,5 = Completely,2 = It makes me see the product as slightly less valuable,5 = Strongly Agree,1 = Strong Preference for Brand A,Female,35-44,Italian,Employed full-time
2025-06-19 14:35:34,2025-06-19 14:43:38,IP Address,151.44.202.80,100,484,True,2025-06-19 14:43:39,R_2IZdpghDmi3lcxr,,,,,40.4617,17.2436,anonymous,EN,Yes,In-store discovery,1 = Never,4 = Frequently,1 = Never,1 = Never,5 = Very Frequently,5 = Very Frequently,5 = Daily or more,Brand A,Brand B,Brand B,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,4 = Agree,4,Female,35-44,Italian,Employed full-time
2025-06-19 14:43:09,2025-06-19 14:47:18,IP Address,151.83.208.136,100,248,True,2025-06-19 14:47:18,R_8IyVgPemEGWL0rv,,,,,44.4071,8.95,anonymous,EN,Yes,Instagram,1 = Never,3 = Sometimes,2 = Rarely,4 = Frequently,3 = Sometimes,3 = Sometimes,2 = Less than once a month,Brand A,Brand B,Brand B,Brand B,Brand B,Brand B,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,3 = Moderately,2 = It makes me see the product as slightly less valuable,3 = Neither Agree nor Disagree,4,Female,18-24,Serbian,Other
2025-06-19 14:47:18,2025-06-19 14:51:20,IP Address,94.35.38.149,100,242,True,2025-06-19 14:51:20,R_2KqD9HmmRCKQSky,,,,,43.1085,12.3948,anonymous,EN,Yes,Instagram,1 = Never,4 = Frequently,3 = Sometimes,1 = Never,2 = Rarely,1 = Never,5 = Daily or more,Brand B,Brand A,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,4 = Very,4 = Very,2 = Slightly,4 = It makes me see the product as a good deal,3 = Neither Agree nor Disagree,2,Female,35-44,Italian,Employed full-time
2025-06-19 14:53:55,2025-06-19 14:58:14,IP Address,91.75.127.78,100,258,True,2025-06-19 14:58:14,R_4LT0Apkjbu534Fu,,,,,25.0734,55.2979,anonymous,EN,Yes,Other,1 = Never,5 = Very Frequently,4 = Frequently,1 = Never,4 = Frequently,2 = Rarely,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,4 = Very,5 = Completely,4 = Very,3 = It does not change my perception of the product’s value,4 = Agree,7 = Strong Preference for Brand B,Female,35-44,Italian,Other
2025-06-19 14:54:21,2025-06-19 15:03:02,IP Address,87.120.32.217,100,521,True,2025-06-19 15:03:03,R_2BycgF7CU9qtOaO,,,,,45.4722,9.1922,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,1 = Never,3 = Sometimes,3 = Sometimes,4 = Frequently,4 = 1–2 times per week,Brand A,Brand A,Brand A,Brand B,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,3 = Moderately,5 = Completely,4 = Very,3 = Moderately,3 = It does not change my perception of the product’s value,4 = Agree,1 = Strong Preference for Brand A,Female,45-54,Italian,Unemployed
2025-06-19 15:08:12,2025-06-19 15:08:24,IP Address,79.127.184.230,100,12,True,2025-06-19 15:08:24,R_8YZZlRroHbM9HUZ,,,,,47.3643,8.5437,anonymous,EN,No (the Survey Ends),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-19 15:06:49,2025-06-19 15:11:09,IP Address,5.91.23.157,100,260,True,2025-06-19 15:11:10,R_2f0BDYPcaWx4NJI,,,,,45.9545,12.6578,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,3 = Sometimes,1 = Never,1 = Never,3 = Sometimes,1 =  Never,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,1 = Not at all,5 = Completely,5 = Completely,1 = Not at all,3 = It does not change my perception of the product’s value,3 = Neither Agree nor Disagree,5,Female,25-34,Italian,Unemployed
2025-06-19 15:06:51,2025-06-19 15:12:18,IP Address,37.163.233.50,100,327,True,2025-06-19 15:12:18,R_2eV40nOX4Pdowej,,,,,43.1479,12.1097,anonymous,EN,Yes,Instagram,1 = Never,5 = Very Frequently,2 = Rarely,1 = Never,3 = Sometimes,3 = Sometimes,4 = 1–2 times per week,Brand A,Brand B,Brand A,Brand A,Brand B,Brand A,Brand B,Brand A,Brand A,Brand B,2 = Slightly,5 = Completely,5 = Completely,2 = Slightly,3 = It does not change my perception of the product’s value,4 = Agree,2,Female,25-34,Italian,Employed full-time
